INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;GEN_FACT;GEN_PLAN
21;17.09.2018 0:00:00;1;0;78129;83390;83456
22;17.09.2018 0:00:00;1;0;74672;79450;80027
23;17.09.2018 0:00:00;1;0;72147;77297;77205
0;18.09.2018 0:00:00;1;0;70757;76164;76027
1;18.09.2018 0:00:00;1;0;70515;76692;75998
2;18.09.2018 0:00:00;1;0;70967;77192;76687
3;18.09.2018 0:00:00;1;0;72294;78760;78578
4;18.09.2018 0:00:00;1;0;75439;81802;81694
5;18.09.2018 0:00:00;1;0;80053;86120;86366
6;18.09.2018 0:00:00;1;0;83928;88891;89207
7;18.09.2018 0:00:00;1;0;87274;91994;92832
8;18.09.2018 0:00:00;1;0;87685;92588;93428
9;18.09.2018 0:00:00;1;0;87212;91841;93032
10;18.09.2018 0:00:00;1;0;86313;90895;91996
11;18.09.2018 0:00:00;1;0;86278;90988;91393
12;18.09.2018 0:00:00;1;0;86561;91128;91163
13;18.09.2018 0:00:00;1;0;85640;90764;91426
14;18.09.2018 0:00:00;1;0;85635;91231;90988
15;18.09.2018 0:00:00;1;0;85165;91142;90712
16;18.09.2018 0:00:00;1;0;86221;91899;90847
17;18.09.2018 0:00:00;1;0;89375;94267;93296
18;18.09.2018 0:00:00;1;0;89258;93646;93342
19;18.09.2018 0:00:00;1;0;87132;91642;91686
20;18.09.2018 0:00:00;1;0;82665;88166;88250
21;18.09.2018 0:00:00;1;0;77885;82829;83328
22;18.09.2018 0:00:00;1;0;74131;79476;80306
23;18.09.2018 0:00:00;1;0;71797;76451;77208
0;19.09.2018 0:00:00;1;0;70858;76848;76411
1;19.09.2018 0:00:00;1;0;70311;76772;76164
2;19.09.2018 0:00:00;1;0;70918;77387;76496
3;19.09.2018 0:00:00;1;0;72932;79576;78456
4;19.09.2018 0:00:00;1;0;75326;81768;81698
5;19.09.2018 0:00:00;1;0;79807;85686;86146
6;19.09.2018 0:00:00;1;0;83845;88768;88910
7;19.09.2018 0:00:00;1;0;87272;91773;91976
8;19.09.2018 0:00:00;1;0;87747;91968;92535
9;19.09.2018 0:00:00;1;0;87391;91522;92242
10;19.09.2018 0:00:00;1;0;86363;90525;91295
11;19.09.2018 0:00:00;1;0;86280;90353;91079
12;19.09.2018 0:00:00;1;0;87006;91161;91004
13;19.09.2018 0:00:00;1;0;86342;91559;91733
14;19.09.2018 0:00:00;1;0;86234;91823;91638
15;19.09.2018 0:00:00;1;0;86171;92002;91425
16;19.09.2018 0:00:00;1;0;86786;91865;91461
17;19.09.2018 0:00:00;1;0;89351;94414;94263
18;19.09.2018 0:00:00;1;0;89429;93452;94042
19;19.09.2018 0:00:00;1;0;87035;91144;91615
20;19.09.2018 0:00:00;1;0;83116;87876;88727
21;19.09.2018 0:00:00;1;0;78149;83140;83725
22;19.09.2018 0:00:00;1;0;74177;79907;80044
23;19.09.2018 0:00:00;1;0;72301;78064;77671
0;20.09.2018 0:00:00;1;0;70922;77142;77058
1;20.09.2018 0:00:00;1;0;70411;77339;77055
2;20.09.2018 0:00:00;1;0;70738;77509;77433
3;20.09.2018 0:00:00;1;0;72781;79503;79109
4;20.09.2018 0:00:00;1;0;75126;81669;81749
5;20.09.2018 0:00:00;1;0;79766;85218;85545
6;20.09.2018 0:00:00;1;0;83766;88681;88947
7;20.09.2018 0:00:00;1;0;86662;91902;91963
8;20.09.2018 0:00:00;1;0;87378;92166;92726
9;20.09.2018 0:00:00;1;0;87227;91767;92079
10;20.09.2018 0:00:00;1;0;86496;90938;90713
11;20.09.2018 0:00:00;1;0;86846;91378;90830
12;20.09.2018 0:00:00;1;0;86703;91447;91173
13;20.09.2018 0:00:00;1;0;86865;92288;91816
14;20.09.2018 0:00:00;1;0;86991;92985;91728
15;20.09.2018 0:00:00;1;0;86157;92144;91301
16;20.09.2018 0:00:00;1;0;86735;91974;91548
17;20.09.2018 0:00:00;1;0;90014;95044;94170
18;20.09.2018 0:00:00;1;0;89799;94532;93981
19;20.09.2018 0:00:00;1;0;87380;91495;91714
20;20.09.2018 0:00:00;1;0;82774;87733;88625
21;20.09.2018 0:00:00;1;0;78157;83787;83901
22;20.09.2018 0:00:00;1;0;74621;80816;80206
23;20.09.2018 0:00:00;1;0;72106;77558;77816
0;21.09.2018 0:00:00;1;0;71077;77099;76833
1;21.09.2018 0:00:00;1;0;70370;77136;76937
2;21.09.2018 0:00:00;1;0;70847;77497;77359
3;21.09.2018 0:00:00;1;0;72645;79486;78922
4;21.09.2018 0:00:00;1;0;75166;80746;80956
5;21.09.2018 0:00:00;1;0;80128;85796;85263
6;21.09.2018 0:00:00;1;0;83497;88158;88428
7;21.09.2018 0:00:00;1;0;86919;91997;91573
8;21.09.2018 0:00:00;1;0;87515;92815;92310
9;21.09.2018 0:00:00;1;0;87387;92477;91966
10;21.09.2018 0:00:00;1;0;86848;92045;91209
11;21.09.2018 0:00:00;1;0;86645;91862;91142
12;21.09.2018 0:00:00;1;0;86688;91411;91497
13;21.09.2018 0:00:00;1;0;86531;92169;91951
14;21.09.2018 0:00:00;1;0;86150;92270;91893
15;21.09.2018 0:00:00;1;0;85493;91597;91434
16;21.09.2018 0:00:00;1;0;86486;91563;91244
17;21.09.2018 0:00:00;1;0;88762;93873;93694
18;21.09.2018 0:00:00;1;0;88913;93350;93745
19;21.09.2018 0:00:00;1;0;86672;90394;91538
20;21.09.2018 0:00:00;1;0;82998;87915;88031
21;21.09.2018 0:00:00;1;0;78985;83740;83755
22;21.09.2018 0:00:00;1;0;75118;80285;80476
23;21.09.2018 0:00:00;1;0;72451;77287;78015
0;22.09.2018 0:00:00;1;0;71490;75419;75885
1;22.09.2018 0:00:00;1;0;70546;74812;75339
2;22.09.2018 0:00:00;1;0;70513;74951;75275
3;22.09.2018 0:00:00;1;0;71046;75401;76011
4;22.09.2018 0:00:00;1;0;72004;76791;77152
5;22.09.2018 0:00:00;1;0;74246;78763;79723
6;22.09.2018 0:00:00;1;0;77695;82005;83134
7;22.09.2018 0:00:00;1;0;81092;86360;86022
8;22.09.2018 0:00:00;1;0;82746;88116;87747
9;22.09.2018 0:00:00;1;0;83164;88437;87994
10;22.09.2018 0:00:00;1;0;83098;88365;87927
11;22.09.2018 0:00:00;1;0;82973;87995;87982
12;22.09.2018 0:00:00;1;0;82441;87811;87932
13;22.09.2018 0:00:00;1;0;82637;88125;87958
14;22.09.2018 0:00:00;1;0;82420;88098;87722
15;22.09.2018 0:00:00;1;0;82649;88162;88014
16;22.09.2018 0:00:00;1;0;84046;89727;89311
17;22.09.2018 0:00:00;1;0;87145;92541;92234
18;22.09.2018 0:00:00;1;0;86483;91994;92784
19;22.09.2018 0:00:00;1;0;84413;89442;90783
20;22.09.2018 0:00:00;1;0;80936;85633;86885
21;22.09.2018 0:00:00;1;0;76780;81626;82456
22;22.09.2018 0:00:00;1;0;73554;77577;78568
23;22.09.2018 0:00:00;1;0;71588;75710;76447
0;23.09.2018 0:00:00;1;0;70345;74129;74904
1;23.09.2018 0:00:00;1;0;69597;73992;74332
2;23.09.2018 0:00:00;1;0;69193;73212;74347
3;23.09.2018 0:00:00;1;0;69501;73677;74749
4;23.09.2018 0:00:00;1;0;70211;74792;75328
5;23.09.2018 0:00:00;1;0;72369;76813;77379
6;23.09.2018 0:00:00;1;0;75640;80437;80866
7;23.09.2018 0:00:00;1;0;79460;85178;84593
8;23.09.2018 0:00:00;1;0;81100;86781;86641
9;23.09.2018 0:00:00;1;0;81383;87012;87445
10;23.09.2018 0:00:00;1;0;81645;87024;87500
11;23.09.2018 0:00:00;1;0;81331;87136;87205
12;23.09.2018 0:00:00;1;0;81562;87218;87330
13;23.09.2018 0:00:00;1;0;80665;86371;87228
14;23.09.2018 0:00:00;1;0;81264;87463;87713
15;23.09.2018 0:00:00;1;0;81731;88376;88204
16;23.09.2018 0:00:00;1;0;84164;90504;89475
17;23.09.2018 0:00:00;1;0;87755;93564;92545
18;23.09.2018 0:00:00;1;0;87541;92902;92650
19;23.09.2018 0:00:00;1;0;84886;89764;90741
20;23.09.2018 0:00:00;1;0;81408;86724;86936
21;23.09.2018 0:00:00;1;0;76748;81817;82422
22;23.09.2018 0:00:00;1;0;73488;78189;79081
23;23.09.2018 0:00:00;1;0;71345;75694;76656
0;24.09.2018 0:00:00;1;0;70398;75536;75297
1;24.09.2018 0:00:00;1;0;70014;75844;75463
2;24.09.2018 0:00:00;1;0;70492;76500;75934
3;24.09.2018 0:00:00;1;0;72216;77940;78299
4;24.09.2018 0:00:00;1;0;75164;81673;81081
5;24.09.2018 0:00:00;1;0;80200;85743;85824
6;24.09.2018 0:00:00;1;0;84548;89116;89454
7;24.09.2018 0:00:00;1;0;87555;92642;92671
8;24.09.2018 0:00:00;1;0;88946;93622;93880
9;24.09.2018 0:00:00;1;0;88642;93262;93345
10;24.09.2018 0:00:00;1;0;87507;91853;92981
11;24.09.2018 0:00:00;1;0;87719;92749;92704
12;24.09.2018 0:00:00;1;0;87719;92077;92542
13;24.09.2018 0:00:00;1;0;87271;92460;92918
14;24.09.2018 0:00:00;1;0;87800;93648;93533
15;24.09.2018 0:00:00;1;0;87806;93475;93191
16;24.09.2018 0:00:00;1;0;89351;94287;93449
17;24.09.2018 0:00:00;1;0;91832;96540;96091
18;24.09.2018 0:00:00;1;0;90848;95077;95433
19;24.09.2018 0:00:00;1;0;87952;92461;93135
20;24.09.2018 0:00:00;1;0;83684;88608;89314
21;24.09.2018 0:00:00;1;0;79382;84294;84730
22;24.09.2018 0:00:00;1;0;75228;81057;80953
23;24.09.2018 0:00:00;1;0;73285;78585;78729
0;25.09.2018 0:00:00;1;0;71890;77821;77507
1;25.09.2018 0:00:00;1;0;71662;77836;77237
2;25.09.2018 0:00:00;1;0;71991;78486;77484
3;25.09.2018 0:00:00;1;0;73661;80352;80542
4;25.09.2018 0:00:00;1;0;76944;83911;83302
5;25.09.2018 0:00:00;1;0;81547;87696;87762
6;25.09.2018 0:00:00;1;0;85254;90481;90853
7;25.09.2018 0:00:00;1;0;88915;94462;94136
8;25.09.2018 0:00:00;1;0;89957;95569;95107
9;25.09.2018 0:00:00;1;0;90014;95223;94913
10;25.09.2018 0:00:00;1;0;89106;94301;94131
11;25.09.2018 0:00:00;1;0;89425;94689;94162
12;25.09.2018 0:00:00;1;0;89608;94795;94338
13;25.09.2018 0:00:00;1;0;89075;95314;94957
14;25.09.2018 0:00:00;1;0;88966;95597;95631
15;25.09.2018 0:00:00;1;0;88594;94734;94750
16;25.09.2018 0:00:00;1;0;89993;95075;95212
17;25.09.2018 0:00:00;1;0;92110;97020;97335
18;25.09.2018 0:00:00;1;0;91386;96172;96301
19;25.09.2018 0:00:00;1;0;88679;93075;93419
20;25.09.2018 0:00:00;1;0;84694;90155;89804
21;25.09.2018 0:00:00;1;0;80247;85825;85434
22;25.09.2018 0:00:00;1;0;76406;81881;82158
23;25.09.2018 0:00:00;1;0;74116;79670;79233
0;26.09.2018 0:00:00;1;0;72769;78452;78903
1;26.09.2018 0:00:00;1;0;72074;77892;78167
2;26.09.2018 0:00:00;1;0;72419;78573;78281
3;26.09.2018 0:00:00;1;0;74441;80252;79919
4;26.09.2018 0:00:00;1;0;77789;83400;83162
5;26.09.2018 0:00:00;1;0;82432;88483;88047
6;26.09.2018 0:00:00;1;0;86101;90607;91155
7;26.09.2018 0:00:00;1;0;89179;94319;94576
8;26.09.2018 0:00:00;1;0;89864;94236;95437
9;26.09.2018 0:00:00;1;0;89893;94362;94958
10;26.09.2018 0:00:00;1;0;88660;93033;93635
11;26.09.2018 0:00:00;1;0;89159;93937;93466
12;26.09.2018 0:00:00;1;0;89444;94284;93524
13;26.09.2018 0:00:00;1;0;88957;93905;94240
14;26.09.2018 0:00:00;1;0;88959;94776;95073
15;26.09.2018 0:00:00;1;0;88713;94733;94194
16;26.09.2018 0:00:00;1;0;90446;95520;95025
17;26.09.2018 0:00:00;1;0;93436;98144;97284
18;26.09.2018 0:00:00;1;0;92160;96724;96880
19;26.09.2018 0:00:00;1;0;89930;94948;94079
20;26.09.2018 0:00:00;1;0;85999;91289;90971
21;26.09.2018 0:00:00;1;0;81113;86511;86674
22;26.09.2018 0:00:00;1;0;77184;82660;83105
23;26.09.2018 0:00:00;1;0;74971;79738;80371
0;27.09.2018 0:00:00;1;0;73383;78458;78719
1;27.09.2018 0:00:00;1;0;73178;78948;78272
2;27.09.2018 0:00:00;1;0;73949;79390;78697
3;27.09.2018 0:00:00;1;0;75189;81005;81034
4;27.09.2018 0:00:00;1;0;78839;84888;84465
5;27.09.2018 0:00:00;1;0;83878;89802;88786
6;27.09.2018 0:00:00;1;0;87749;92299;92046
7;27.09.2018 0:00:00;1;0;91250;95991;95592
8;27.09.2018 0:00:00;1;0;92145;96912;96554
9;27.09.2018 0:00:00;1;0;91621;96727;96128
10;27.09.2018 0:00:00;1;0;90663;95403;95746
11;27.09.2018 0:00:00;1;0;91094;96225;95365
12;27.09.2018 0:00:00;1;0;91150;95996;95576
13;27.09.2018 0:00:00;1;0;90804;96787;96013
14;27.09.2018 0:00:00;1;0;90127;96983;96616
15;27.09.2018 0:00:00;1;0;90487;97028;95903
16;27.09.2018 0:00:00;1;0;91745;97233;96460
17;27.09.2018 0:00:00;1;0;94359;99811;98927
18;27.09.2018 0:00:00;1;0;93052;97910;98129
19;27.09.2018 0:00:00;1;0;90757;95932;95255
20;27.09.2018 0:00:00;1;0;86655;91856;92003
21;27.09.2018 0:00:00;1;0;81984;87366;87290
22;27.09.2018 0:00:00;1;0;78438;83696;83754
23;27.09.2018 0:00:00;1;0;76002;80689;80984
0;28.09.2018 0:00:00;1;0;74296;79469;80115
1;28.09.2018 0:00:00;1;0;74166;80337;80167
2;28.09.2018 0:00:00;1;0;74604;80605;80337
3;28.09.2018 0:00:00;1;0;76429;82648;82362
4;28.09.2018 0:00:00;1;0;79766;85394;85704
5;28.09.2018 0:00:00;1;0;84637;90014;90045
6;28.09.2018 0:00:00;1;0;88626;92972;93278
7;28.09.2018 0:00:00;1;0;92242;96746;96601
8;28.09.2018 0:00:00;1;0;93033;98013;97759
9;28.09.2018 0:00:00;1;0;92746;97314;97254
10;28.09.2018 0:00:00;1;0;92050;96699;96069
11;28.09.2018 0:00:00;1;0;91393;96380;96739
12;28.09.2018 0:00:00;1;0;91332;96517;96922
13;28.09.2018 0:00:00;1;0;90404;96421;97017
14;28.09.2018 0:00:00;1;0;90388;96547;96779
15;28.09.2018 0:00:00;1;0;90164;95837;95895
16;28.09.2018 0:00:00;1;0;91788;96175;96429
17;28.09.2018 0:00:00;1;0;94357;99448;98745
18;28.09.2018 0:00:00;1;0;93106;97213;97723
19;28.09.2018 0:00:00;1;0;90883;94949;95351
20;28.09.2018 0:00:00;1;0;87288;92468;92198
21;28.09.2018 0:00:00;1;0;82765;87729;88158
22;28.09.2018 0:00:00;1;0;79389;84465;84512
23;28.09.2018 0:00:00;1;0;76797;81579;82110
0;29.09.2018 0:00:00;1;0;75525;80488;80761
1;29.09.2018 0:00:00;1;0;74744;80090;80083
2;29.09.2018 0:00:00;1;0;74485;79297;79918
3;29.09.2018 0:00:00;1;0;75428;80617;80614
4;29.09.2018 0:00:00;1;0;76611;82179;82123
5;29.09.2018 0:00:00;1;0;79128;84061;84649
6;29.09.2018 0:00:00;1;0;82956;88196;88307
7;29.09.2018 0:00:00;1;0;85940;91263;91771
8;29.09.2018 0:00:00;1;0;87706;92903;93454
9;29.09.2018 0:00:00;1;0;88214;93634;93546
10;29.09.2018 0:00:00;1;0;87667;92679;92953
11;29.09.2018 0:00:00;1;0;87305;92321;92796
12;29.09.2018 0:00:00;1;0;87144;92472;92535
13;29.09.2018 0:00:00;1;0;86921;92246;92515
14;29.09.2018 0:00:00;1;0;87109;92518;92551
15;29.09.2018 0:00:00;1;0;88146;93718;93133
16;29.09.2018 0:00:00;1;0;89486;94832;95164
17;29.09.2018 0:00:00;1;0;92367;97975;98243
18;29.09.2018 0:00:00;1;0;91409;96702;97432
19;29.09.2018 0:00:00;1;0;89288;94141;95005
20;29.09.2018 0:00:00;1;0;85890;90263;91454
21;29.09.2018 0:00:00;1;0;81750;86903;87189
22;29.09.2018 0:00:00;1;0;78501;83473;83694
23;29.09.2018 0:00:00;1;0;76405;81310;81703
0;30.09.2018 0:00:00;1;0;74486;78842;79584
1;30.09.2018 0:00:00;1;0;73673;77798;78504
2;30.09.2018 0:00:00;1;0;74023;77741;78211
3;30.09.2018 0:00:00;1;0;74578;78771;78591
4;30.09.2018 0:00:00;1;0;75276;79172;79746
5;30.09.2018 0:00:00;1;0;77265;81083;81977
6;30.09.2018 0:00:00;1;0;80692;84554;85395
7;30.09.2018 0:00:00;1;0;83786;88747;89127
8;30.09.2018 0:00:00;1;0;85557;90781;90907
9;30.09.2018 0:00:00;1;0;86077;91256;91776
10;30.09.2018 0:00:00;1;0;85541;90734;91327
11;30.09.2018 0:00:00;1;0;85078;90029;90999
12;30.09.2018 0:00:00;1;0;85467;90926;90807
13;30.09.2018 0:00:00;1;0;85360;90950;90305
14;30.09.2018 0:00:00;1;0;85288;91113;90835
15;30.09.2018 0:00:00;1;0;86760;93409;92285
16;30.09.2018 0:00:00;1;0;89555;95744;94293
17;30.09.2018 0:00:00;1;0;92715;98868;97331
18;30.09.2018 0:00:00;1;0;91431;96432;97086
19;30.09.2018 0:00:00;1;0;89170;94313;95310
20;30.09.2018 0:00:00;1;0;85386;90481;91425
21;30.09.2018 0:00:00;1;0;80990;85259;86888
22;30.09.2018 0:00:00;1;0;77254;81948;82955
23;30.09.2018 0:00:00;1;0;75136;79748;80433
0;01.10.2018 0:00:00;1;0;73814;78621;79112
1;01.10.2018 0:00:00;1;0;73186;77960;78585
2;01.10.2018 0:00:00;1;0;74023;78900;79500
3;01.10.2018 0:00:00;1;0;76062;81561;81549
4;01.10.2018 0:00:00;1;0;79342;84924;85135
5;01.10.2018 0:00:00;1;0;84524;89744;90552
6;01.10.2018 0:00:00;1;0;88378;92325;93367
7;01.10.2018 0:00:00;1;0;91527;96468;97069
8;01.10.2018 0:00:00;1;0;92570;96414;98213
9;01.10.2018 0:00:00;1;0;92282;96360;97359
10;01.10.2018 0:00:00;1;0;90742;95101;95917
11;01.10.2018 0:00:00;1;0;90245;94894;96077
12;01.10.2018 0:00:00;1;0;90586;95329;95578
13;01.10.2018 0:00:00;1;0;89848;94520;94644
14;01.10.2018 0:00:00;1;0;89437;94133;94916
15;01.10.2018 0:00:00;1;0;89948;94837;94559
16;01.10.2018 0:00:00;1;0;91950;96145;95714
17;01.10.2018 0:00:00;1;0;94280;98534;98613
18;01.10.2018 0:00:00;1;0;93307;97217;97682
19;01.10.2018 0:00:00;1;0;90938;94610;94888
20;01.10.2018 0:00:00;1;0;86663;90694;91954
21;01.10.2018 0:00:00;1;0;81987;86080;86838
22;01.10.2018 0:00:00;1;0;78036;82308;83103
23;01.10.2018 0:00:00;1;0;76069;80573;80738
0;02.10.2018 0:00:00;1;0;74413;78982;79674
1;02.10.2018 0:00:00;1;0;74580;79609;79326
2;02.10.2018 0:00:00;1;0;75050;80045;80005
3;02.10.2018 0:00:00;1;0;77117;81873;82325
4;02.10.2018 0:00:00;1;0;80368;85227;85792
5;02.10.2018 0:00:00;1;0;84637;89346;89969
6;02.10.2018 0:00:00;1;0;88912;92683;93138
7;02.10.2018 0:00:00;1;0;91701;95606;96529
8;02.10.2018 0:00:00;1;0;92240;96034;97613
9;02.10.2018 0:00:00;1;0;91636;95611;97118
10;02.10.2018 0:00:00;1;0;90931;95051;95348
11;02.10.2018 0:00:00;1;0;91038;94807;95274
12;02.10.2018 0:00:00;1;0;91076;94967;95462
13;02.10.2018 0:00:00;1;0;90385;94722;95264
14;02.10.2018 0:00:00;1;0;91055;95616;95388
15;02.10.2018 0:00:00;1;0;90853;95446;95813
16;02.10.2018 0:00:00;1;0;92833;97409;97777
17;02.10.2018 0:00:00;1;0;95128;99835;99580
18;02.10.2018 0:00:00;1;0;93499;97354;97747
19;02.10.2018 0:00:00;1;0;91070;94928;95417
20;02.10.2018 0:00:00;1;0;86764;90950;91730
21;02.10.2018 0:00:00;1;0;82238;86515;87146
22;02.10.2018 0:00:00;1;0;78963;83245;83339
23;02.10.2018 0:00:00;1;0;76485;80547;80653
0;03.10.2018 0:00:00;1;0;75043;79041;79573
1;03.10.2018 0:00:00;1;0;74903;79407;79915
2;03.10.2018 0:00:00;1;0;75318;80377;80462
3;03.10.2018 0:00:00;1;0;76824;82297;82492
4;03.10.2018 0:00:00;1;0;80073;86021;86478
5;03.10.2018 0:00:00;1;0;84862;89820;90069
6;03.10.2018 0:00:00;1;0;88449;92211;93199
7;03.10.2018 0:00:00;1;0;92092;96122;96764
8;03.10.2018 0:00:00;1;0;93342;96973;97388
9;03.10.2018 0:00:00;1;0;92798;96572;97027
10;03.10.2018 0:00:00;1;0;91928;95985;96389
11;03.10.2018 0:00:00;1;0;91893;96116;96066
12;03.10.2018 0:00:00;1;0;92758;97009;96505
13;03.10.2018 0:00:00;1;0;91368;95626;96072
14;03.10.2018 0:00:00;1;0;91893;96503;96620
15;03.10.2018 0:00:00;1;0;92393;96695;95764
16;03.10.2018 0:00:00;1;0;94466;98258;97846
17;03.10.2018 0:00:00;1;0;95684;99699;99978
18;03.10.2018 0:00:00;1;0;93738;97515;98607
19;03.10.2018 0:00:00;1;0;91198;94612;95358
20;03.10.2018 0:00:00;1;0;87131;90999;91642
21;03.10.2018 0:00:00;1;0;82682;86919;87197
22;03.10.2018 0:00:00;1;0;78995;83508;83614
23;03.10.2018 0:00:00;1;0;76469;81102;81737
0;04.10.2018 0:00:00;1;0;75203;80313;80557
1;04.10.2018 0:00:00;1;0;74889;80606;80713
2;04.10.2018 0:00:00;1;0;75200;81597;81116
3;04.10.2018 0:00:00;1;0;77131;82787;82500
4;04.10.2018 0:00:00;1;0;80287;85573;85687
5;04.10.2018 0:00:00;1;0;84897;89780;90038
6;04.10.2018 0:00:00;1;0;88967;92937;93496
7;04.10.2018 0:00:00;1;0;91943;96236;96998
8;04.10.2018 0:00:00;1;0;93071;97168;98027
9;04.10.2018 0:00:00;1;0;92267;96523;97633
10;04.10.2018 0:00:00;1;0;91862;95996;96647
11;04.10.2018 0:00:00;1;0;91656;95950;96215
12;04.10.2018 0:00:00;1;0;91611;96075;96542
13;04.10.2018 0:00:00;1;0;91279;95188;96238
14;04.10.2018 0:00:00;1;0;91162;95694;96024
15;04.10.2018 0:00:00;1;0;91461;96380;96542
16;04.10.2018 0:00:00;1;0;93741;97993;98593
17;04.10.2018 0:00:00;1;0;95533;100525;100125
18;04.10.2018 0:00:00;1;0;93657;97685;98098
19;04.10.2018 0:00:00;1;0;90989;95054;95381
20;04.10.2018 0:00:00;1;0;87551;91679;91769
21;04.10.2018 0:00:00;1;0;83092;87868;86944
22;04.10.2018 0:00:00;1;0;79539;84513;84260
23;04.10.2018 0:00:00;1;0;76937;81903;82685
0;05.10.2018 0:00:00;1;0;75678;80855;81065
1;05.10.2018 0:00:00;1;0;75500;80615;81109
2;05.10.2018 0:00:00;1;0;75860;81257;81599
3;05.10.2018 0:00:00;1;0;77867;83731;83439
4;05.10.2018 0:00:00;1;0;81162;87327;86939
5;05.10.2018 0:00:00;1;0;85768;91441;91512
6;05.10.2018 0:00:00;1;0;89642;93957;94489
7;05.10.2018 0:00:00;1;0;93552;98007;97950
8;05.10.2018 0:00:00;1;0;93758;98039;98602
9;05.10.2018 0:00:00;1;0;93906;97971;98494
10;05.10.2018 0:00:00;1;0;93115;97221;97210
11;05.10.2018 0:00:00;1;0;92510;96696;96997
12;05.10.2018 0:00:00;1;0;92542;96691;97033
13;05.10.2018 0:00:00;1;0;92530;96277;96805
14;05.10.2018 0:00:00;1;0;92077;96334;96210
15;05.10.2018 0:00:00;1;0;92227;96224;96783
16;05.10.2018 0:00:00;1;0;94647;98399;98676
17;05.10.2018 0:00:00;1;0;96259;100205;99899
18;05.10.2018 0:00:00;1;0;94604;98289;98283
19;05.10.2018 0:00:00;1;0;92429;95473;95773
20;05.10.2018 0:00:00;1;0;89228;93535;92738
21;05.10.2018 0:00:00;1;0;84884;89188;88848
22;05.10.2018 0:00:00;1;0;81150;85827;85661
23;05.10.2018 0:00:00;1;0;78675;83185;83301
0;06.10.2018 0:00:00;1;0;77391;81537;81316
1;06.10.2018 0:00:00;1;0;76709;80932;81022
2;06.10.2018 0:00:00;1;0;76331;81075;80900
3;06.10.2018 0:00:00;1;0;77383;82616;82077
4;06.10.2018 0:00:00;1;0;78936;83766;83848
5;06.10.2018 0:00:00;1;0;81017;86021;86140
6;06.10.2018 0:00:00;1;0;84559;89793;89656
7;06.10.2018 0:00:00;1;0;87481;92216;92743
8;06.10.2018 0:00:00;1;0;89111;94183;94132
9;06.10.2018 0:00:00;1;0;89696;94454;94063
10;06.10.2018 0:00:00;1;0;89302;94228;93548
11;06.10.2018 0:00:00;1;0;88987;94115;93558
12;06.10.2018 0:00:00;1;0;88914;93598;93512
13;06.10.2018 0:00:00;1;0;88916;94131;93471
14;06.10.2018 0:00:00;1;0;89255;94912;93881
15;06.10.2018 0:00:00;1;0;90217;95607;95114
16;06.10.2018 0:00:00;1;0;92342;98061;97547
17;06.10.2018 0:00:00;1;0;94082;99484;99620
18;06.10.2018 0:00:00;1;0;92531;97467;98417
19;06.10.2018 0:00:00;1;0;90653;95606;95631
20;06.10.2018 0:00:00;1;0;87222;91745;91753
21;06.10.2018 0:00:00;1;0;83476;87748;87762
22;06.10.2018 0:00:00;1;0;80686;84969;84311
23;06.10.2018 0:00:00;1;0;78015;82188;82181
0;07.10.2018 0:00:00;1;0;76254;80605;81143
1;07.10.2018 0:00:00;1;0;75677;80455;80748
2;07.10.2018 0:00:00;1;0;75657;80439;80559
3;07.10.2018 0:00:00;1;0;76339;81496;81566
4;07.10.2018 0:00:00;1;0;77809;83655;83152
5;07.10.2018 0:00:00;1;0;79170;84839;85312
6;07.10.2018 0:00:00;1;0;81706;87114;88109
7;07.10.2018 0:00:00;1;0;84813;90227;90585
8;07.10.2018 0:00:00;1;0;86561;91848;91826
9;07.10.2018 0:00:00;1;0;86603;91980;92516
10;07.10.2018 0:00:00;1;0;86597;91927;92228
11;07.10.2018 0:00:00;1;0;86057;91831;91584
12;07.10.2018 0:00:00;1;0;85851;91786;91728
13;07.10.2018 0:00:00;1;0;86081;92211;92099
14;07.10.2018 0:00:00;1;0;86410;92686;92257
15;07.10.2018 0:00:00;1;0;87837;94102;93349
16;07.10.2018 0:00:00;1;0;91530;97801;96382
17;07.10.2018 0:00:00;1;0;93622;99535;98822
18;07.10.2018 0:00:00;1;0;92414;97418;97543
19;07.10.2018 0:00:00;1;0;89639;94296;95326
20;07.10.2018 0:00:00;1;0;86368;90527;91060
21;07.10.2018 0:00:00;1;0;81718;85922;86188
22;07.10.2018 0:00:00;1;0;78666;83082;83391
23;07.10.2018 0:00:00;1;0;76541;81129;81898
0;08.10.2018 0:00:00;1;0;75307;80404;80347
1;08.10.2018 0:00:00;1;0;75474;81558;80779
2;08.10.2018 0:00:00;1;0;75586;81947;81602
3;08.10.2018 0:00:00;1;0;78196;84601;84688
4;08.10.2018 0:00:00;1;0;81316;88006;87688
5;08.10.2018 0:00:00;1;0;86636;92050;92248
6;08.10.2018 0:00:00;1;0;90516;94708;95187
7;08.10.2018 0:00:00;1;0;93351;97806;98638
8;08.10.2018 0:00:00;1;0;94610;99029;99593
9;08.10.2018 0:00:00;1;0;93982;98295;98923
10;08.10.2018 0:00:00;1;0;92990;97213;97797
11;08.10.2018 0:00:00;1;0;92710;97140;97277
12;08.10.2018 0:00:00;1;0;92876;97453;97473
13;08.10.2018 0:00:00;1;0;92127;96616;97614
