INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN
13;19.06.2020 0:00;1;0;82780;83385
14;19.06.2020 0:00;1;0;82106;83253
15;19.06.2020 0:00;1;0;81197;82514
16;19.06.2020 0:00;1;0;79967;81241
17;19.06.2020 0:00;1;0;79173;79743
18;19.06.2020 0:00;1;0;78328;78602
19;19.06.2020 0:00;1;0;77512;77993
20;19.06.2020 0:00;1;0;78422;78992
21;19.06.2020 0:00;1;0;77430;77879
22;19.06.2020 0:00;1;0;73741;73739
23;19.06.2020 0:00;1;0;69982;69637
0;20.06.2020 0:00;1;0;67156;67367
1;20.06.2020 0:00;1;0;65398;65757
2;20.06.2020 0:00;1;0;63854;64119
3;20.06.2020 0:00;1;0;63045;63373
4;20.06.2020 0:00;1;0;63582;63740
5;20.06.2020 0:00;1;0;65063;65370
6;20.06.2020 0:00;1;0;68056;67831
7;20.06.2020 0:00;1;0;71571;71477
8;20.06.2020 0:00;1;0;75295;75598
9;20.06.2020 0:00;1;0;76939;78094
10;20.06.2020 0:00;1;0;77962;78495
11;20.06.2020 0:00;1;0;78658;78506
12;20.06.2020 0:00;1;0;78383;78524
13;20.06.2020 0:00;1;0;78507;78862
14;20.06.2020 0:00;1;0;77944;78361
15;20.06.2020 0:00;1;0;77875;78025
16;20.06.2020 0:00;1;0;76865;77674
17;20.06.2020 0:00;1;0;76559;77216
18;20.06.2020 0:00;1;0;76199;76522
19;20.06.2020 0:00;1;0;75603;76707
20;20.06.2020 0:00;1;0;77047;77448
21;20.06.2020 0:00;1;0;75823;76371
22;20.06.2020 0:00;1;0;72388;73078
23;20.06.2020 0:00;1;0;69025;69189
0;21.06.2020 0:00;1;0;66020;66547
1;21.06.2020 0:00;1;0;64421;64809
2;21.06.2020 0:00;1;0;62966;63272
3;21.06.2020 0:00;1;0;62156;62656
4;21.06.2020 0:00;1;0;62512;62706
5;21.06.2020 0:00;1;0;63716;63966
6;21.06.2020 0:00;1;0;65790;66450
7;21.06.2020 0:00;1;0;68459;69615
8;21.06.2020 0:00;1;0;72302;72827
9;21.06.2020 0:00;1;0;74311;75019
10;21.06.2020 0:00;1;0;75203;75642
11;21.06.2020 0:00;1;0;75320;75660
12;21.06.2020 0:00;1;0;75610;75580
13;21.06.2020 0:00;1;0;75458;75661
14;21.06.2020 0:00;1;0;75557;75743
15;21.06.2020 0:00;1;0;75435;75700
16;21.06.2020 0:00;1;0;75606;75570
17;21.06.2020 0:00;1;0;75522;75450
18;21.06.2020 0:00;1;0;75184;75575
19;21.06.2020 0:00;1;0;75519;75981
20;21.06.2020 0:00;1;0;76687;76804
21;21.06.2020 0:00;1;0;75025;75976
22;21.06.2020 0:00;1;0;71574;72145
23;21.06.2020 0:00;1;0;68368;68683
0;22.06.2020 0:00;1;0;66022;66309
1;22.06.2020 0:00;1;0;64021;64542
2;22.06.2020 0:00;1;0;63034;63409
3;22.06.2020 0:00;1;0;62483;62800
4;22.06.2020 0:00;1;0;63639;63848
5;22.06.2020 0:00;1;0;66442;66502
6;22.06.2020 0:00;1;0;71232;70795
7;22.06.2020 0:00;1;0;75414;75543
8;22.06.2020 0:00;1;0;79457;80531
9;22.06.2020 0:00;1;0;81275;81460
10;22.06.2020 0:00;1;0;81740;81715
11;22.06.2020 0:00;1;0;81467;81865
12;22.06.2020 0:00;1;0;81567;81706
13;22.06.2020 0:00;1;0;81831;81914
14;22.06.2020 0:00;1;0;81743;81612
15;22.06.2020 0:00;1;0;81123;81533
16;22.06.2020 0:00;1;0;80107;80590
17;22.06.2020 0:00;1;0;79829;79629
18;22.06.2020 0:00;1;0;78893;78925
19;22.06.2020 0:00;1;0;78068;78946
20;22.06.2020 0:00;1;0;78861;79384
21;22.06.2020 0:00;1;0;77734;77679
22;22.06.2020 0:00;1;0;73531;73895
23;22.06.2020 0:00;1;0;69778;69664
0;23.06.2020 0:00;1;0;66853;66936
1;23.06.2020 0:00;1;0;65313;65318
2;23.06.2020 0:00;1;0;63907;64074
3;23.06.2020 0:00;1;0;63569;63796
4;23.06.2020 0:00;1;0;64138;64886
5;23.06.2020 0:00;1;0;66612;67353
6;23.06.2020 0:00;1;0;70924;71272
7;23.06.2020 0:00;1;0;75265;75812
8;23.06.2020 0:00;1;0;79429;79963
9;23.06.2020 0:00;1;0;81615;81406
10;23.06.2020 0:00;1;0;81489;81856
11;23.06.2020 0:00;1;0;81264;82060
12;23.06.2020 0:00;1;0;81411;81987
13;23.06.2020 0:00;1;0;81829;82352
14;23.06.2020 0:00;1;0;81462;82124
15;23.06.2020 0:00;1;0;81484;81408
16;23.06.2020 0:00;1;0;80816;80639
17;23.06.2020 0:00;1;0;79436;79824
18;23.06.2020 0:00;1;0;78774;79370
19;23.06.2020 0:00;1;0;78113;78566
20;23.06.2020 0:00;1;0;78476;79500
21;23.06.2020 0:00;1;0;77038;78069
22;23.06.2020 0:00;1;0;73510;73609
23;23.06.2020 0:00;1;0;69990;69555
0;24.06.2020 0:00;1;0;66687;66922
1;24.06.2020 0:00;1;0;64898;65555
2;24.06.2020 0:00;1;0;63435;63974
3;24.06.2020 0:00;1;0;62700;63186
4;24.06.2020 0:00;1;0;63221;63556
5;24.06.2020 0:00;1;0;65107;64674
6;24.06.2020 0:00;1;0;68107;67625
7;24.06.2020 0:00;1;0;71928;71435
8;24.06.2020 0:00;1;0;76258;75724
9;24.06.2020 0:00;1;0;78918;78466
10;24.06.2020 0:00;1;0;79119;79750
11;24.06.2020 0:00;1;0;79510;80412
12;24.06.2020 0:00;1;0;79778;79780
13;24.06.2020 0:00;1;0;79343;80005
14;24.06.2020 0:00;1;0;78860;79589
15;24.06.2020 0:00;1;0;78924;79363
16;24.06.2020 0:00;1;0;78163;78962
17;24.06.2020 0:00;1;0;77506;78238
18;24.06.2020 0:00;1;0;77281;77311
19;24.06.2020 0:00;1;0;76713;77554
20;24.06.2020 0:00;1;0;77286;78960
21;24.06.2020 0:00;1;0;76069;77044
22;24.06.2020 0:00;1;0;72665;72629
23;24.06.2020 0:00;1;0;68926;69292
0;25.06.2020 0:00;1;0;66436;66587
1;25.06.2020 0:00;1;0;64754;65014
2;25.06.2020 0:00;1;0;63292;63736
3;25.06.2020 0:00;1;0;62851;63086
4;25.06.2020 0:00;1;0;63378;63895
5;25.06.2020 0:00;1;0;66316;66497
6;25.06.2020 0:00;1;0;70619;71183
7;25.06.2020 0:00;1;0;75218;76140
8;25.06.2020 0:00;1;0;79867;80610
9;25.06.2020 0:00;1;0;81423;82202
10;25.06.2020 0:00;1;0;81231;82343
11;25.06.2020 0:00;1;0;81280;81996
12;25.06.2020 0:00;1;0;81461;81939
13;25.06.2020 0:00;1;0;82015;82184
14;25.06.2020 0:00;1;0;81748;81941
15;25.06.2020 0:00;1;0;81096;81811
16;25.06.2020 0:00;1;0;80618;80820
17;25.06.2020 0:00;1;0;80029;80082
18;25.06.2020 0:00;1;0;79207;79501
19;25.06.2020 0:00;1;0;78299;79331
20;25.06.2020 0:00;1;0;79143;79845
21;25.06.2020 0:00;1;0;77758;78489
22;25.06.2020 0:00;1;0;74075;74629
23;25.06.2020 0:00;1;0;70120;70212
0;26.06.2020 0:00;1;0;67269;66995
1;26.06.2020 0:00;1;0;65457;65097
2;26.06.2020 0:00;1;0;64303;64410
3;26.06.2020 0:00;1;0;63576;63944
4;26.06.2020 0:00;1;0;64512;64551
5;26.06.2020 0:00;1;0;66771;67488
6;26.06.2020 0:00;1;0;71477;71905
7;26.06.2020 0:00;1;0;75940;76298
8;26.06.2020 0:00;1;0;80546;80740
9;26.06.2020 0:00;1;0;82052;82655
10;26.06.2020 0:00;1;0;82245;82715
11;26.06.2020 0:00;1;0;81946;82822
12;26.06.2020 0:00;1;0;82441;82839
13;26.06.2020 0:00;1;0;82492;82892
14;26.06.2020 0:00;1;0;81449;82443
15;26.06.2020 0:00;1;0;80914;81658
16;26.06.2020 0:00;1;0;80907;80681
17;26.06.2020 0:00;1;0;79732;79338
18;26.06.2020 0:00;1;0;78790;79181
19;26.06.2020 0:00;1;0;77816;78705
20;26.06.2020 0:00;1;0;78205;79547
21;26.06.2020 0:00;1;0;78012;78305
22;26.06.2020 0:00;1;0;73864;73851
23;26.06.2020 0:00;1;0;70080;70249
0;27.06.2020 0:00;1;0;67758;67698
1;27.06.2020 0:00;1;0;65514;65670
2;27.06.2020 0:00;1;0;64292;64589
3;27.06.2020 0:00;1;0;62781;63654
4;27.06.2020 0:00;1;0;63391;63739
5;27.06.2020 0:00;1;0;64785;65246
6;27.06.2020 0:00;1;0;68032;67892
7;27.06.2020 0:00;1;0;71715;71559
8;27.06.2020 0:00;1;0;75590;75520
9;27.06.2020 0:00;1;0;78074;78018
10;27.06.2020 0:00;1;0;78695;78733
11;27.06.2020 0:00;1;0;79139;79079
12;27.06.2020 0:00;1;0;78667;79156
13;27.06.2020 0:00;1;0;78407;78984
14;27.06.2020 0:00;1;0;78270;78546
15;27.06.2020 0:00;1;0;78189;78163
16;27.06.2020 0:00;1;0;77815;77918
17;27.06.2020 0:00;1;0;77359;77443
18;27.06.2020 0:00;1;0;77076;77180
19;27.06.2020 0:00;1;0;76466;76878
20;27.06.2020 0:00;1;0;77243;78015
21;27.06.2020 0:00;1;0;76516;76767
22;27.06.2020 0:00;1;0;72966;73120
23;27.06.2020 0:00;1;0;69562;69474
0;28.06.2020 0:00;1;0;66832;67153
1;28.06.2020 0:00;1;0;65018;65089
2;28.06.2020 0:00;1;0;63446;63416
3;28.06.2020 0:00;1;0;62498;62824
4;28.06.2020 0:00;1;0;62023;62842
5;28.06.2020 0:00;1;0;63995;64118
6;28.06.2020 0:00;1;0;66709;66542
7;28.06.2020 0:00;1;0;69744;69812
8;28.06.2020 0:00;1;0;73787;73554
9;28.06.2020 0:00;1;0;75983;76109
10;28.06.2020 0:00;1;0;76984;77309
11;28.06.2020 0:00;1;0;77654;77694
12;28.06.2020 0:00;1;0;77850;77894
13;28.06.2020 0:00;1;0;77792;77955
14;28.06.2020 0:00;1;0;77245;77985
15;28.06.2020 0:00;1;0;77820;77893
16;28.06.2020 0:00;1;0;77352;77539
17;28.06.2020 0:00;1;0;77314;77615
18;28.06.2020 0:00;1;0;77119;77135
19;28.06.2020 0:00;1;0;76197;76894
20;28.06.2020 0:00;1;0;77204;78032
21;28.06.2020 0:00;1;0;76513;76909
22;28.06.2020 0:00;1;0;72460;72761
23;28.06.2020 0:00;1;0;68601;69091
0;29.06.2020 0:00;1;0;66281;66865
1;29.06.2020 0:00;1;0;64568;64904
2;29.06.2020 0:00;1;0;63201;63612
3;29.06.2020 0:00;1;0;62650;62962
4;29.06.2020 0:00;1;0;63557;63925
5;29.06.2020 0:00;1;0;66775;66930
6;29.06.2020 0:00;1;0;71408;71459
7;29.06.2020 0:00;1;0;76021;75965
8;29.06.2020 0:00;1;0;80394;80674
9;29.06.2020 0:00;1;0;82632;82117
10;29.06.2020 0:00;1;0;83160;83037
11;29.06.2020 0:00;1;0;82904;83390
12;29.06.2020 0:00;1;0;82602;83593
13;29.06.2020 0:00;1;0;83210;83535
14;29.06.2020 0:00;1;0;82926;83119
15;29.06.2020 0:00;1;0;82226;82613
16;29.06.2020 0:00;1;0;81197;81570
17;29.06.2020 0:00;1;0;80148;80770
18;29.06.2020 0:00;1;0;79542;80101
19;29.06.2020 0:00;1;0;78722;79054
20;29.06.2020 0:00;1;0;79121;79641
21;29.06.2020 0:00;1;0;77872;78732
22;29.06.2020 0:00;1;0;73890;74444
23;29.06.2020 0:00;1;0;69814;69966
0;30.06.2020 0:00;1;0;67030;67441
1;30.06.2020 0:00;1;0;65347;65661
2;30.06.2020 0:00;1;0;63993;64231
3;30.06.2020 0:00;1;0;63203;64011
4;30.06.2020 0:00;1;0;64199;64808
5;30.06.2020 0:00;1;0;67236;67572
6;30.06.2020 0:00;1;0;71267;71901
7;30.06.2020 0:00;1;0;75731;76739
8;30.06.2020 0:00;1;0;80173;80907
9;30.06.2020 0:00;1;0;81722;82285
10;30.06.2020 0:00;1;0;81928;82780
11;30.06.2020 0:00;1;0;82217;82299
12;30.06.2020 0:00;1;0;82526;82412
13;30.06.2020 0:00;1;0;82625;83034
14;30.06.2020 0:00;1;0;81818;82786
15;30.06.2020 0:00;1;0;81196;82292
16;30.06.2020 0:00;1;0;80877;81172
17;30.06.2020 0:00;1;0;80128;80105
18;30.06.2020 0:00;1;0;79154;79647
19;30.06.2020 0:00;1;0;78087;79037
20;30.06.2020 0:00;1;0;79212;79395
21;30.06.2020 0:00;1;0;78039;78168
22;30.06.2020 0:00;1;0;73784;74521
23;30.06.2020 0:00;1;0;70382;70230
0;01.07.2020 0:00;1;0;67222;67032
1;01.07.2020 0:00;1;0;64833;65583
2;01.07.2020 0:00;1;0;64030;64152
3;01.07.2020 0:00;1;0;63365;63215
4;01.07.2020 0:00;1;0;63348;63761
5;01.07.2020 0:00;1;0;65007;65597
6;01.07.2020 0:00;1;0;67796;68219
7;01.07.2020 0:00;1;0;71109;72108
8;01.07.2020 0:00;1;0;75931;76258
9;01.07.2020 0:00;1;0;77928;78120
10;01.07.2020 0:00;1;0;78577;79271
11;01.07.2020 0:00;1;0;78681;79190
12;01.07.2020 0:00;1;0;78748;79181
13;01.07.2020 0:00;1;0;79238;79301
14;01.07.2020 0:00;1;0;79071;78934
15;01.07.2020 0:00;1;0;78755;78807
16;01.07.2020 0:00;1;0;78069;78518
17;01.07.2020 0:00;1;0;77960;78029
18;01.07.2020 0:00;1;0;77632;77819
19;01.07.2020 0:00;1;0;77072;77347
20;01.07.2020 0:00;1;0;78193;78447
21;01.07.2020 0:00;1;0;77111;77336
22;01.07.2020 0:00;1;0;72776;73839
23;01.07.2020 0:00;1;0;69261;70113
0;02.07.2020 0:00;1;0;66462;67011
1;02.07.2020 0:00;1;0;64499;65130
2;02.07.2020 0:00;1;0;63512;63819
3;02.07.2020 0:00;1;0;62603;63463
4;02.07.2020 0:00;1;0;63697;64210
5;02.07.2020 0:00;1;0;66341;67162
6;02.07.2020 0:00;1;0;71012;71438
7;02.07.2020 0:00;1;0;75581;76121
8;02.07.2020 0:00;1;0;80501;80974
9;02.07.2020 0:00;1;0;82429;82857
10;02.07.2020 0:00;1;0;82930;83474
11;02.07.2020 0:00;1;0;83059;83197
12;02.07.2020 0:00;1;0;83589;83577
13;02.07.2020 0:00;1;0;83741;83931
14;02.07.2020 0:00;1;0;83099;83545
15;02.07.2020 0:00;1;0;82866;83300
16;02.07.2020 0:00;1;0;82294;82290
17;02.07.2020 0:00;1;0;81273;81755
18;02.07.2020 0:00;1;0;80686;80926
19;02.07.2020 0:00;1;0;80043;80334
20;02.07.2020 0:00;1;0;80814;80867
21;02.07.2020 0:00;1;0;79247;79815
22;02.07.2020 0:00;1;0;75115;75407
23;02.07.2020 0:00;1;0;70715;71415
0;03.07.2020 0:00;1;0;67849;68027
1;03.07.2020 0:00;1;0;66321;65886
2;03.07.2020 0:00;1;0;64373;64917
3;03.07.2020 0:00;1;0;63990;64566
4;03.07.2020 0:00;1;0;64350;65073
5;03.07.2020 0:00;1;0;67282;67658
6;03.07.2020 0:00;1;0;72034;72336
7;03.07.2020 0:00;1;0;77284;77305
8;03.07.2020 0:00;1;0;81947;82195
9;03.07.2020 0:00;1;0;83775;84236
10;03.07.2020 0:00;1;0;84305;84913
11;03.07.2020 0:00;1;0;84389;84610
12;03.07.2020 0:00;1;0;84981;85234
13;03.07.2020 0:00;1;0;85026;85734
14;03.07.2020 0:00;1;0;84968;85040
15;03.07.2020 0:00;1;0;84546;84677
16;03.07.2020 0:00;1;0;82956;84001
17;03.07.2020 0:00;1;0;82179;83070
18;03.07.2020 0:00;1;0;81369;81430
19;03.07.2020 0:00;1;0;80400;80776
20;03.07.2020 0:00;1;0;80833;81433
21;03.07.2020 0:00;1;0;79738;79976
22;03.07.2020 0:00;1;0;75163;75821
23;03.07.2020 0:00;1;0;70884;71417
0;04.07.2020 0:00;1;0;68069;68644
1;04.07.2020 0:00;1;0;66523;66211
2;04.07.2020 0:00;1;0;64819;64724
3;04.07.2020 0:00;1;0;64268;64552
4;04.07.2020 0:00;1;0;63944;64423
5;04.07.2020 0:00;1;0;65699;66278
6;04.07.2020 0:00;1;0;68768;69178
7;04.07.2020 0:00;1;0;72795;73079
8;04.07.2020 0:00;1;0;77608;77339
9;04.07.2020 0:00;1;0;79965;79953
10;04.07.2020 0:00;1;0;81000;81365
11;04.07.2020 0:00;1;0;81609;81727
12;04.07.2020 0:00;1;0;81333;81933
13;04.07.2020 0:00;1;0;81447;81846
14;04.07.2020 0:00;1;0;81017;81308
15;04.07.2020 0:00;1;0;80749;81021
16;04.07.2020 0:00;1;0;79937;80680
17;04.07.2020 0:00;1;0;79497;79917
18;04.07.2020 0:00;1;0;78701;79295
19;04.07.2020 0:00;1;0;78094;79059
20;04.07.2020 0:00;1;0;79030;79761
21;04.07.2020 0:00;1;0;77974;78626
22;04.07.2020 0:00;1;0;74207;74247
23;04.07.2020 0:00;1;0;70631;70460
0;05.07.2020 0:00;1;0;67591;67776
1;05.07.2020 0:00;1;0;65781;66209
2;05.07.2020 0:00;1;0;64121;64549
3;05.07.2020 0:00;1;0;62775;63735
4;05.07.2020 0:00;1;0;62637;63498
5;05.07.2020 0:00;1;0;64633;64915
6;05.07.2020 0:00;1;0;67256;67521
7;05.07.2020 0:00;1;0;70711;71524
8;05.07.2020 0:00;1;0;74885;75487
9;05.07.2020 0:00;1;0;77469;78044
10;05.07.2020 0:00;1;0;78965;79165
11;05.07.2020 0:00;1;0;79788;79698
12;05.07.2020 0:00;1;0;80074;79956
13;05.07.2020 0:00;1;0;80072;80269
14;05.07.2020 0:00;1;0;80053;80317
15;05.07.2020 0:00;1;0;80113;80220
16;05.07.2020 0:00;1;0;79715;80173
17;05.07.2020 0:00;1;0;79536;79746
18;05.07.2020 0:00;1;0;79390;79470
19;05.07.2020 0:00;1;0;78510;79242
20;05.07.2020 0:00;1;0;79795;80114
21;05.07.2020 0:00;1;0;78654;78948
22;05.07.2020 0:00;1;0;74811;75017
23;05.07.2020 0:00;1;0;70637;71177
0;06.07.2020 0:00;1;0;67531;68022
1;06.07.2020 0:00;1;0;65690;65954
2;06.07.2020 0:00;1;0;64141;64598
3;06.07.2020 0:00;1;0;63364;63974
4;06.07.2020 0:00;1;0;64483;64965
5;06.07.2020 0:00;1;0;67635;68046
6;06.07.2020 0:00;1;0;72849;72876
7;06.07.2020 0:00;1;0;77883;78312
8;06.07.2020 0:00;1;0;83408;83207
9;06.07.2020 0:00;1;0;85977;85949
10;06.07.2020 0:00;1;0;86995;86792
11;06.07.2020 0:00;1;0;86596;87188
12;06.07.2020 0:00;1;0;87725;87949
13;06.07.2020 0:00;1;0;88181;88006
14;06.07.2020 0:00;1;0;87918;88160
15;06.07.2020 0:00;1;0;87209;87259
16;06.07.2020 0:00;1;0;85872;86493
17;06.07.2020 0:00;1;0;84536;85452
18;06.07.2020 0:00;1;0;83919;83771
19;06.07.2020 0:00;1;0;82826;83299
20;06.07.2020 0:00;1;0;83337;83825
21;06.07.2020 0:00;1;0;82496;82443
22;06.07.2020 0:00;1;0;77267;77648
23;06.07.2020 0:00;1;0;73174;73655
0;07.07.2020 0:00;1;0;69466;69811
1;07.07.2020 0:00;1;0;67205;68196
2;07.07.2020 0:00;1;0;65937;66652
3;07.07.2020 0:00;1;0;65141;65663
4;07.07.2020 0:00;1;0;65709;66364
5;07.07.2020 0:00;1;0;69252;69429
6;07.07.2020 0:00;1;0;74119;74872
7;07.07.2020 0:00;1;0;79570;80027
8;07.07.2020 0:00;1;0;84777;85223
9;07.07.2020 0:00;1;0;87525;87584
10;07.07.2020 0:00;1;0;88594;88207
11;07.07.2020 0:00;1;0;88500;88364
12;07.07.2020 0:00;1;0;89024;89024
13;07.07.2020 0:00;1;0;89186;89759
14;07.07.2020 0:00;1;0;89261;89448
15;07.07.2020 0:00;1;0;88579;88840
16;07.07.2020 0:00;1;0;87185;87394
17;07.07.2020 0:00;1;0;86142;86539
18;07.07.2020 0:00;1;0;84513;85294
19;07.07.2020 0:00;1;0;83479;84638
20;07.07.2020 0:00;1;0;84151;84930
21;07.07.2020 0:00;1;0;82610;83342
22;07.07.2020 0:00;1;0;77998;78336
23;07.07.2020 0:00;1;0;73401;73380
0;08.07.2020 0:00;1;0;70031;70112
1;08.07.2020 0:00;1;0;68035;68049
2;08.07.2020 0:00;1;0;66670;66755
3;08.07.2020 0:00;1;0;65886;66031
4;08.07.2020 0:00;1;0;66505;67090
5;08.07.2020 0:00;1;0;69760;70154
6;08.07.2020 0:00;1;0;74688;75239
7;08.07.2020 0:00;1;0;79660;80258
8;08.07.2020 0:00;1;0;84857;85116
9;08.07.2020 0:00;1;0;86940;87503
10;08.07.2020 0:00;1;0;87776;88489
11;08.07.2020 0:00;1;0;88075;88090
12;08.07.2020 0:00;1;0;87901;88440
13;08.07.2020 0:00;1;0;87653;88512
14;08.07.2020 0:00;1;0;86849;87955
15;08.07.2020 0:00;1;0;86253;87181
16;08.07.2020 0:00;1;0;85373;85343
17;08.07.2020 0:00;1;0;84066;84071
18;08.07.2020 0:00;1;0;83129;83341
19;08.07.2020 0:00;1;0;81972;82696
20;08.07.2020 0:00;1;0;83218;83067
21;08.07.2020 0:00;1;0;80950;81537
22;08.07.2020 0:00;1;0;76142;77517
23;08.07.2020 0:00;1;0;71794;72464
0;09.07.2020 0:00;1;0;68922;68855
1;09.07.2020 0:00;1;0;66962;66861
2;09.07.2020 0:00;1;0;65617;65529
3;09.07.2020 0:00;1;0;65349;64960
4;09.07.2020 0:00;1;0;65404;66215
5;09.07.2020 0:00;1;0;68670;69997
6;09.07.2020 0:00;1;0;73351;74645
7;09.07.2020 0:00;1;0;77850;78438
8;09.07.2020 0:00;1;0;81952;83237
9;09.07.2020 0:00;1;0;83784;85490
10;09.07.2020 0:00;1;0;84269;85129
11;09.07.2020 0:00;1;0;84140;84389
12;09.07.2020 0:00;1;0;84175;84574
13;09.07.2020 0:00;1;0;84032;84816
14;09.07.2020 0:00;1;0;84057;84151
15;09.07.2020 0:00;1;0;83203;83759
16;09.07.2020 0:00;1;0;82320;82890
17;09.07.2020 0:00;1;0;81549;82235
18;09.07.2020 0:00;1;0;81040;81268
19;09.07.2020 0:00;1;0;80176;80580
20;09.07.2020 0:00;1;0;81300;81472
21;09.07.2020 0:00;1;0;79561;80114
22;09.07.2020 0:00;1;0;75407;75717
23;09.07.2020 0:00;1;0;70907;71337
0;10.07.2020 0:00;1;0;68103;68852
1;10.07.2020 0:00;1;0;66435;66861
2;10.07.2020 0:00;1;0;65661;65242
3;10.07.2020 0:00;1;0;64726;65000
4;10.07.2020 0:00;1;0;65431;66038
5;10.07.2020 0:00;1;0;68555;69167
6;10.07.2020 0:00;1;0;73113;73689
7;10.07.2020 0:00;1;0;77871;78484
8;10.07.2020 0:00;1;0;82068;83139
9;10.07.2020 0:00;1;0;83951;84697
10;10.07.2020 0:00;1;0;84369;85171
11;10.07.2020 0:00;1;0;84156;84932
12;10.07.2020 0:00;1;0;84402;84828
13;10.07.2020 0:00;1;0;84634;84799
14;10.07.2020 0:00;1;0;83789;84467
15;10.07.2020 0:00;1;0;83231;83861
16;10.07.2020 0:00;1;0;82027;82455
17;10.07.2020 0:00;1;0;81297;81536
18;10.07.2020 0:00;1;0;80022;80374
19;10.07.2020 0:00;1;0;79509;79849
20;10.07.2020 0:00;1;0;80111;80900
21;10.07.2020 0:00;1;0;79567;79490
22;10.07.2020 0:00;1;0;75444;74932
23;10.07.2020 0:00;1;0;71225;71327
0;11.07.2020 0:00;1;0;68093;68620
1;11.07.2020 0:00;1;0;66208;66492
2;11.07.2020 0:00;1;0;65088;65243
3;11.07.2020 0:00;1;0;63709;64352
4;11.07.2020 0:00;1;0;64028;64616
5;11.07.2020 0:00;1;0;65732;66265
6;11.07.2020 0:00;1;0;68516;69289
7;11.07.2020 0:00;1;0;72543;73163
8;11.07.2020 0:00;1;0;76761;77104
9;11.07.2020 0:00;1;0;79313;79525
10;11.07.2020 0:00;1;0;80177;80633
11;11.07.2020 0:00;1;0;80138;80777
12;11.07.2020 0:00;1;0;80076;80742
13;11.07.2020 0:00;1;0;80445;80751
14;11.07.2020 0:00;1;0;80467;80348
15;11.07.2020 0:00;1;0;80014;80127
16;11.07.2020 0:00;1;0;79632;79987
17;11.07.2020 0:00;1;0;79416;79404
18;11.07.2020 0:00;1;0;78586;78783
19;11.07.2020 0:00;1;0;77734;78614
20;11.07.2020 0:00;1;0;79216;79217
21;11.07.2020 0:00;1;0;78209;78179
22;11.07.2020 0:00;1;0;74760;74615
23;11.07.2020 0:00;1;0;70434;70738
0;12.07.2020 0:00;1;0;67567;68230
1;12.07.2020 0:00;1;0;65490;66248
2;12.07.2020 0:00;1;0;64278;64865
3;12.07.2020 0:00;1;0;63254;63732
4;12.07.2020 0:00;1;0;63212;63554
5;12.07.2020 0:00;1;0;64796;65285
6;12.07.2020 0:00;1;0;67530;67944
7;12.07.2020 0:00;1;0;71162;71458
8;12.07.2020 0:00;1;0;74769;75472
9;12.07.2020 0:00;1;0;78014;78390
10;12.07.2020 0:00;1;0;79062;79362
11;12.07.2020 0:00;1;0;80035;79891
12;12.07.2020 0:00;1;0;80439;80378
13;12.07.2020 0:00;1;0;80656;81006
14;12.07.2020 0:00;1;0;80806;81117
15;12.07.2020 0:00;1;0;80747;80831
16;12.07.2020 0:00;1;0;80486;80674
17;12.07.2020 0:00;1;0;79876;80465
18;12.07.2020 0:00;1;0;79816;80295
19;12.07.2020 0:00;1;0;79204;79563
20;12.07.2020 0:00;1;0;80124;80678
21;12.07.2020 0:00;1;0;78966;79331
22;12.07.2020 0:00;1;0;74840;75246
23;12.07.2020 0:00;1;0;70649;71313
0;13.07.2020 0:00;1;0;67777;68079
1;13.07.2020 0:00;1;0;65800;66183
2;13.07.2020 0:00;1;0;64887;65027
3;13.07.2020 0:00;1;0;64054;64160
4;13.07.2020 0:00;1;0;64843;65160
5;13.07.2020 0:00;1;0;68259;68436
6;13.07.2020 0:00;1;0;73391;74022
7;13.07.2020 0:00;1;0;78285;79125
8;13.07.2020 0:00;1;0;83077;83757
9;13.07.2020 0:00;1;0;84759;85988
10;13.07.2020 0:00;1;0;85743;86707
11;13.07.2020 0:00;1;0;86043;86199
12;13.07.2020 0:00;1;0;86442;86534
13;13.07.2020 0:00;1;0;86874;86930
14;13.07.2020 0:00;1;0;86340;86544
15;13.07.2020 0:00;1;0;84933;86067
16;13.07.2020 0:00;1;0;84471;85210
17;13.07.2020 0:00;1;0;82995;83995
18;13.07.2020 0:00;1;0;82194;82925
19;13.07.2020 0:00;1;0;81860;82075
20;13.07.2020 0:00;1;0;82378;82912
21;13.07.2020 0:00;1;0;80545;81160
22;13.07.2020 0:00;1;0;76301;76411
23;13.07.2020 0:00;1;0;71578;71974
0;14.07.2020 0:00;1;0;68520;68437
1;14.07.2020 0:00;1;0;66935;66910
2;14.07.2020 0:00;1;0;65797;65918
3;14.07.2020 0:00;1;0;64880;65372
4;14.07.2020 0:00;1;0;65689;66188
5;14.07.2020 0:00;1;0;68783;69392
6;14.07.2020 0:00;1;0;73710;74454
7;14.07.2020 0:00;1;0;78347;79113
8;14.07.2020 0:00;1;0;82907;83651
9;14.07.2020 0:00;1;0;84541;85113
10;14.07.2020 0:00;1;0;85411;85814
11;14.07.2020 0:00;1;0;84867;85405
12;14.07.2020 0:00;1;0;84558;85807
13;14.07.2020 0:00;1;0;84932;85845
14;14.07.2020 0:00;1;0;84750;85050
15;14.07.2020 0:00;1;0;84079;84609
16;14.07.2020 0:00;1;0;82880;83437
17;14.07.2020 0:00;1;0;82029;82660
18;14.07.2020 0:00;1;0;81788;81852
