INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN
20;20.02.2020 0:00;1;0;100287;100553
21;20.02.2020 0:00;1;0;96825;97311
22;20.02.2020 0:00;1;0;92443;92947
23;20.02.2020 0:00;1;0;89086;89293
0;21.02.2020 0:00;1;0;86982;87243
1;21.02.2020 0:00;1;0;85687;85811
2;21.02.2020 0:00;1;0;84989;85234
3;21.02.2020 0:00;1;0;85726;85804
4;21.02.2020 0:00;1;0;87752;87964
5;21.02.2020 0:00;1;0;91966;92034
6;21.02.2020 0:00;1;0;97039;97319
7;21.02.2020 0:00;1;0;100249;100711
8;21.02.2020 0:00;1;0;103433;104024
9;21.02.2020 0:00;1;0;103512;104281
10;21.02.2020 0:00;1;0;103015;103582
11;21.02.2020 0:00;1;0;101722;102543
12;21.02.2020 0:00;1;0;101009;101943
13;21.02.2020 0:00;1;0;100444;101514
14;21.02.2020 0:00;1;0;100433;100904
15;21.02.2020 0:00;1;0;99668;100643
16;21.02.2020 0:00;1;0;100235;100736
17;21.02.2020 0:00;1;0;102473;102575
18;21.02.2020 0:00;1;0;102960;103215
19;21.02.2020 0:00;1;0;101376;101691
20;21.02.2020 0:00;1;0;99566;99973
21;21.02.2020 0:00;1;0;96789;97039
22;21.02.2020 0:00;1;0;92757;92695
23;21.02.2020 0:00;1;0;89739;89434
0;22.02.2020 0:00;1;0;87417;87411
1;22.02.2020 0:00;1;0;86103;86123
2;22.02.2020 0:00;1;0;84805;85567
3;22.02.2020 0:00;1;0;85571;85775
4;22.02.2020 0:00;1;0;86037;86599
5;22.02.2020 0:00;1;0;88062;88523
6;22.02.2020 0:00;1;0;91114;91023
7;22.02.2020 0:00;1;0;93607;93666
8;22.02.2020 0:00;1;0;96508;97076
9;22.02.2020 0:00;1;0;98032;98735
10;22.02.2020 0:00;1;0;98422;98873
11;22.02.2020 0:00;1;0;97678;98275
12;22.02.2020 0:00;1;0;97074;97697
13;22.02.2020 0:00;1;0;96522;97311
14;22.02.2020 0:00;1;0;96466;96862
15;22.02.2020 0:00;1;0;96784;97278
16;22.02.2020 0:00;1;0;97975;98018
17;22.02.2020 0:00;1;0;99659;100049
18;22.02.2020 0:00;1;0;100673;101072
19;22.02.2020 0:00;1;0;99022;99521
20;22.02.2020 0:00;1;0;97799;97858
21;22.02.2020 0:00;1;0;95276;95303
22;22.02.2020 0:00;1;0;92120;91976
23;22.02.2020 0:00;1;0;88979;88983
0;23.02.2020 0:00;1;0;86704;86928
1;23.02.2020 0:00;1;0;85519;85602
2;23.02.2020 0:00;1;0;84736;84864
3;23.02.2020 0:00;1;0;85011;84844
4;23.02.2020 0:00;1;0;85763;85754
5;23.02.2020 0:00;1;0;87020;87539
6;23.02.2020 0:00;1;0;88918;89902
7;23.02.2020 0:00;1;0;90601;92399
8;23.02.2020 0:00;1;0;93695;95036
9;23.02.2020 0:00;1;0;95639;96622
10;23.02.2020 0:00;1;0;96788;96570
11;23.02.2020 0:00;1;0;96932;96484
12;23.02.2020 0:00;1;0;95811;96321
13;23.02.2020 0:00;1;0;95693;96090
14;23.02.2020 0:00;1;0;95277;95839
15;23.02.2020 0:00;1;0;95609;96057
16;23.02.2020 0:00;1;0;96270;97272
17;23.02.2020 0:00;1;0;97739;99243
18;23.02.2020 0:00;1;0;98995;100105
19;23.02.2020 0:00;1;0;97795;98336
20;23.02.2020 0:00;1;0;96608;96441
21;23.02.2020 0:00;1;0;94015;94135
22;23.02.2020 0:00;1;0;90727;90525
23;23.02.2020 0:00;1;0;87937;87984
0;24.02.2020 0:00;1;0;85733;86546
1;24.02.2020 0:00;1;0;84369;85401
2;24.02.2020 0:00;1;0;83820;84398
3;24.02.2020 0:00;1;0;83735;84434
4;24.02.2020 0:00;1;0;84710;85126
5;24.02.2020 0:00;1;0;85989;86467
6;24.02.2020 0:00;1;0;88657;88863
7;24.02.2020 0:00;1;0;90916;90943
8;24.02.2020 0:00;1;0;94639;93918
9;24.02.2020 0:00;1;0;96986;96048
10;24.02.2020 0:00;1;0;97849;97702
11;24.02.2020 0:00;1;0;97693;97738
12;24.02.2020 0:00;1;0;97482;97287
13;24.02.2020 0:00;1;0;97182;97259
14;24.02.2020 0:00;1;0;97169;97053
15;24.02.2020 0:00;1;0;97194;97512
16;24.02.2020 0:00;1;0;97719;98123
17;24.02.2020 0:00;1;0;100188;99813
18;24.02.2020 0:00;1;0;101583;101147
19;24.02.2020 0:00;1;0;99669;99911
20;24.02.2020 0:00;1;0;97790;98654
21;24.02.2020 0:00;1;0;95082;95641
22;24.02.2020 0:00;1;0;90895;91635
23;24.02.2020 0:00;1;0;88016;88944
0;25.02.2020 0:00;1;0;85864;86505
1;25.02.2020 0:00;1;0;84760;84986
2;25.02.2020 0:00;1;0;84217;84583
3;25.02.2020 0:00;1;0;85184;85537
4;25.02.2020 0:00;1;0;86641;87188
5;25.02.2020 0:00;1;0;90836;91099
6;25.02.2020 0:00;1;0;96608;96448
7;25.02.2020 0:00;1;0;99604;100410
8;25.02.2020 0:00;1;0;103108;104040
9;25.02.2020 0:00;1;0;103785;104127
10;25.02.2020 0:00;1;0;102817;103619
11;25.02.2020 0:00;1;0;102134;102695
12;25.02.2020 0:00;1;0;101655;101808
13;25.02.2020 0:00;1;0;101502;101729
14;25.02.2020 0:00;1;0;100612;101151
15;25.02.2020 0:00;1;0;100798;101126
16;25.02.2020 0:00;1;0;100936;101250
17;25.02.2020 0:00;1;0;102552;102645
18;25.02.2020 0:00;1;0;103840;104178
19;25.02.2020 0:00;1;0;101889;102478
20;25.02.2020 0:00;1;0;100075;100519
21;25.02.2020 0:00;1;0;96976;96582
22;25.02.2020 0:00;1;0;92679;93009
23;25.02.2020 0:00;1;0;88880;89733
0;26.02.2020 0:00;1;0;86807;87007
1;26.02.2020 0:00;1;0;85541;85936
2;26.02.2020 0:00;1;0;85090;85416
3;26.02.2020 0:00;1;0;86095;86129
4;26.02.2020 0:00;1;0;87879;88047
5;26.02.2020 0:00;1;0;91313;92063
6;26.02.2020 0:00;1;0;96870;97488
7;26.02.2020 0:00;1;0;100110;100804
8;26.02.2020 0:00;1;0;103293;103856
9;26.02.2020 0:00;1;0;103874;104451
10;26.02.2020 0:00;1;0;103192;103866
11;26.02.2020 0:00;1;0;102429;102788
12;26.02.2020 0:00;1;0;101931;102425
13;26.02.2020 0:00;1;0;102137;102285
14;26.02.2020 0:00;1;0;101645;101825
15;26.02.2020 0:00;1;0;101376;101921
16;26.02.2020 0:00;1;0;101262;102237
17;26.02.2020 0:00;1;0;102719;103713
18;26.02.2020 0:00;1;0;104254;104591
19;26.02.2020 0:00;1;0;102445;102497
20;26.02.2020 0:00;1;0;100153;100396
21;26.02.2020 0:00;1;0;96657;97160
22;26.02.2020 0:00;1;0;92264;93005
23;26.02.2020 0:00;1;0;88718;89006
0;27.02.2020 0:00;1;0;86557;86453
1;27.02.2020 0:00;1;0;84995;85782
2;27.02.2020 0:00;1;0;84684;85087
3;27.02.2020 0:00;1;0;85254;85690
4;27.02.2020 0:00;1;0;87523;87666
5;27.02.2020 0:00;1;0;91003;91780
6;27.02.2020 0:00;1;0;96291;97152
7;27.02.2020 0:00;1;0;98953;100323
8;27.02.2020 0:00;1;0;102010;103206
9;27.02.2020 0:00;1;0;103116;103459
10;27.02.2020 0:00;1;0;102173;102993
11;27.02.2020 0:00;1;0;101264;101717
12;27.02.2020 0:00;1;0;100775;101489
13;27.02.2020 0:00;1;0;100846;101471
14;27.02.2020 0:00;1;0;100728;101066
15;27.02.2020 0:00;1;0;100744;101069
16;27.02.2020 0:00;1;0;100625;101420
17;27.02.2020 0:00;1;0;102102;102915
18;27.02.2020 0:00;1;0;103025;103962
19;27.02.2020 0:00;1;0;101688;102399
20;27.02.2020 0:00;1;0;99389;100068
21;27.02.2020 0:00;1;0;95800;96511
22;27.02.2020 0:00;1;0;92074;92346
23;27.02.2020 0:00;1;0;88623;88739
0;28.02.2020 0:00;1;0;86136;86444
1;28.02.2020 0:00;1;0;85025;85273
2;28.02.2020 0:00;1;0;84306;84736
3;28.02.2020 0:00;1;0;84858;85434
4;28.02.2020 0:00;1;0;86755;87453
5;28.02.2020 0:00;1;0;90884;91164
6;28.02.2020 0:00;1;0;96070;96161
7;28.02.2020 0:00;1;0;99065;99956
8;28.02.2020 0:00;1;0;102332;102908
9;28.02.2020 0:00;1;0;102786;103341
10;28.02.2020 0:00;1;0;102137;102864
11;28.02.2020 0:00;1;0;101359;101866
12;28.02.2020 0:00;1;0;101193;101409
13;28.02.2020 0:00;1;0;101211;101053
14;28.02.2020 0:00;1;0;100842;101050
15;28.02.2020 0:00;1;0;100554;101119
16;28.02.2020 0:00;1;0;100097;101206
17;28.02.2020 0:00;1;0;101115;102503
18;28.02.2020 0:00;1;0;102669;103318
19;28.02.2020 0:00;1;0;100644;101532
20;28.02.2020 0:00;1;0;98871;99729
21;28.02.2020 0:00;1;0;96116;96124
22;28.02.2020 0:00;1;0;92323;92141
23;28.02.2020 0:00;1;0;88739;88977
0;29.02.2020 0:00;1;0;86262;86640
1;29.02.2020 0:00;1;0;85233;85444
2;29.02.2020 0:00;1;0;84500;84654
3;29.02.2020 0:00;1;0;84386;84815
4;29.02.2020 0:00;1;0;85456;85803
5;29.02.2020 0:00;1;0;87124;87757
6;29.02.2020 0:00;1;0;89838;90573
7;29.02.2020 0:00;1;0;92398;92884
8;29.02.2020 0:00;1;0;96132;95931
9;29.02.2020 0:00;1;0;97614;97412
10;29.02.2020 0:00;1;0;97271;98038
11;29.02.2020 0:00;1;0;96844;97715
12;29.02.2020 0:00;1;0;96305;97080
13;29.02.2020 0:00;1;0;96025;96631
14;29.02.2020 0:00;1;0;95754;96116
15;29.02.2020 0:00;1;0;96003;96640
16;29.02.2020 0:00;1;0;96817;97373
17;29.02.2020 0:00;1;0;98659;99153
18;29.02.2020 0:00;1;0;100087;100682
19;29.02.2020 0:00;1;0;98989;99459
20;29.02.2020 0:00;1;0;97350;97633
21;29.02.2020 0:00;1;0;94410;94948
22;29.02.2020 0:00;1;0;91167;91626
23;29.02.2020 0:00;1;0;87982;88464
0;01.03.2020 0:00;1;0;85533;86246
1;01.03.2020 0:00;1;0;84135;84909
2;01.03.2020 0:00;1;0;83262;83979
3;01.03.2020 0:00;1;0;83431;83841
4;01.03.2020 0:00;1;0;83988;84802
5;01.03.2020 0:00;1;0;85357;86197
6;01.03.2020 0:00;1;0;87313;88509
7;01.03.2020 0:00;1;0;89312;90318
8;01.03.2020 0:00;1;0;92811;93106
9;01.03.2020 0:00;1;0;94461;95404
10;01.03.2020 0:00;1;0;94197;96121
11;01.03.2020 0:00;1;0;94134;95682
12;01.03.2020 0:00;1;0;93626;95224
13;01.03.2020 0:00;1;0;93280;94069
14;01.03.2020 0:00;1;0;93743;93897
15;01.03.2020 0:00;1;0;94228;94221
16;01.03.2020 0:00;1;0;95531;95420
17;01.03.2020 0:00;1;0;97571;97749
18;01.03.2020 0:00;1;0;99832;99869
19;01.03.2020 0:00;1;0;98558;98723
20;01.03.2020 0:00;1;0;96897;96813
21;01.03.2020 0:00;1;0;93972;94458
22;01.03.2020 0:00;1;0;89626;90628
23;01.03.2020 0:00;1;0;86863;87601
0;02.03.2020 0:00;1;0;84475;85121
1;02.03.2020 0:00;1;0;83285;84019
2;02.03.2020 0:00;1;0;83048;83311
3;02.03.2020 0:00;1;0;83533;84141
4;02.03.2020 0:00;1;0;86061;86029
5;02.03.2020 0:00;1;0;89481;89780
6;02.03.2020 0:00;1;0;94735;95287
7;02.03.2020 0:00;1;0;98382;99006
8;02.03.2020 0:00;1;0;101394;102112
9;02.03.2020 0:00;1;0;102419;102956
10;02.03.2020 0:00;1;0;101517;102358
11;02.03.2020 0:00;1;0;101257;101587
12;02.03.2020 0:00;1;0;100720;101216
13;02.03.2020 0:00;1;0;100683;101039
14;02.03.2020 0:00;1;0;99879;100694
15;02.03.2020 0:00;1;0;99654;100887
16;02.03.2020 0:00;1;0;99729;100304
17;02.03.2020 0:00;1;0;100894;101554
18;02.03.2020 0:00;1;0;102286;103234
19;02.03.2020 0:00;1;0;100686;101419
20;02.03.2020 0:00;1;0;99062;99308
21;02.03.2020 0:00;1;0;95234;95974
22;02.03.2020 0:00;1;0;90953;91503
23;02.03.2020 0:00;1;0;87710;87868
0;03.03.2020 0:00;1;0;85344;85441
1;03.03.2020 0:00;1;0;84169;84376
2;03.03.2020 0:00;1;0;83559;84038
3;03.03.2020 0:00;1;0;84528;84519
4;03.03.2020 0:00;1;0;86645;86663
5;03.03.2020 0:00;1;0;90245;90321
6;03.03.2020 0:00;1;0;94897;95454
7;03.03.2020 0:00;1;0;97880;98702
8;03.03.2020 0:00;1;0;101196;101744
9;03.03.2020 0:00;1;0;101685;102500
10;03.03.2020 0:00;1;0;100364;101456
11;03.03.2020 0:00;1;0;99715;100459
12;03.03.2020 0:00;1;0;99519;100065
13;03.03.2020 0:00;1;0;99322;99965
14;03.03.2020 0:00;1;0;99197;99625
15;03.03.2020 0:00;1;0;99291;99832
16;03.03.2020 0:00;1;0;99782;99953
17;03.03.2020 0:00;1;0;100863;101273
18;03.03.2020 0:00;1;0;102367;102672
19;03.03.2020 0:00;1;0;101165;101248
20;03.03.2020 0:00;1;0;98368;99304
21;03.03.2020 0:00;1;0;95273;95839
22;03.03.2020 0:00;1;0;91242;91223
23;03.03.2020 0:00;1;0;87484;87535
0;04.03.2020 0:00;1;0;84938;85369
1;04.03.2020 0:00;1;0;83825;84098
2;04.03.2020 0:00;1;0;83667;83643
3;04.03.2020 0:00;1;0;84081;84548
4;04.03.2020 0:00;1;0;86509;86718
5;04.03.2020 0:00;1;0;89998;90344
6;04.03.2020 0:00;1;0;94745;95192
7;04.03.2020 0:00;1;0;97766;98401
8;04.03.2020 0:00;1;0;101026;101524
9;04.03.2020 0:00;1;0;100686;102105
10;04.03.2020 0:00;1;0;100212;101183
11;04.03.2020 0:00;1;0;99285;99752
12;04.03.2020 0:00;1;0;99362;99481
13;04.03.2020 0:00;1;0;98841;98984
14;04.03.2020 0:00;1;0;98518;98836
15;04.03.2020 0:00;1;0;98500;98641
16;04.03.2020 0:00;1;0;98046;98770
17;04.03.2020 0:00;1;0;99443;100420
18;04.03.2020 0:00;1;0;101542;102286
19;04.03.2020 0:00;1;0;99759;100719
20;04.03.2020 0:00;1;0;98375;98118
21;04.03.2020 0:00;1;0;95355;95018
22;04.03.2020 0:00;1;0;90360;91234
23;04.03.2020 0:00;1;0;86983;87601
0;05.03.2020 0:00;1;0;84712;85243
1;05.03.2020 0:00;1;0;83519;83829
2;05.03.2020 0:00;1;0;82788;83417
3;05.03.2020 0:00;1;0;83845;84084
4;05.03.2020 0:00;1;0;85422;86144
5;05.03.2020 0:00;1;0;89600;89994
6;05.03.2020 0:00;1;0;94477;94861
7;05.03.2020 0:00;1;0;97713;98121
8;05.03.2020 0:00;1;0;100325;101160
9;05.03.2020 0:00;1;0;100518;101668
10;05.03.2020 0:00;1;0;99672;100819
11;05.03.2020 0:00;1;0;99336;99549
12;05.03.2020 0:00;1;0;98906;99132
13;05.03.2020 0:00;1;0;98721;99121
14;05.03.2020 0:00;1;0;97825;98561
15;05.03.2020 0:00;1;0;97840;98537
16;05.03.2020 0:00;1;0;98040;98261
17;05.03.2020 0:00;1;0;99382;99749
18;05.03.2020 0:00;1;0;101460;101732
19;05.03.2020 0:00;1;0;100194;100193
20;05.03.2020 0:00;1;0;98663;98556
21;05.03.2020 0:00;1;0;95171;95046
22;05.03.2020 0:00;1;0;90958;91066
23;05.03.2020 0:00;1;0;87180;87710
0;06.03.2020 0:00;1;0;85470;85546
1;06.03.2020 0:00;1;0;84136;84018
2;06.03.2020 0:00;1;0;83658;83635
3;06.03.2020 0:00;1;0;84085;84530
4;06.03.2020 0:00;1;0;86533;86505
5;06.03.2020 0:00;1;0;90423;90174
6;06.03.2020 0:00;1;0;95215;95200
7;06.03.2020 0:00;1;0;98171;98912
8;06.03.2020 0:00;1;0;101271;101571
9;06.03.2020 0:00;1;0;101282;101747
10;06.03.2020 0:00;1;0;100494;100914
11;06.03.2020 0:00;1;0;99490;99915
12;06.03.2020 0:00;1;0;98858;99399
13;06.03.2020 0:00;1;0;98708;98819
14;06.03.2020 0:00;1;0;97798;98007
15;06.03.2020 0:00;1;0;97034;97752
16;06.03.2020 0:00;1;0;97747;97912
17;06.03.2020 0:00;1;0;99146;99318
18;06.03.2020 0:00;1;0;100815;101188
19;06.03.2020 0:00;1;0;99409;99938
20;06.03.2020 0:00;1;0;97808;97824
21;06.03.2020 0:00;1;0;95081;94753
22;06.03.2020 0:00;1;0;91200;90588
23;06.03.2020 0:00;1;0;87798;87144
0;07.03.2020 0:00;1;0;85506;85242
1;07.03.2020 0:00;1;0;84100;83965
2;07.03.2020 0:00;1;0;83484;83475
3;07.03.2020 0:00;1;0;83114;83534
4;07.03.2020 0:00;1;0;83785;84551
5;07.03.2020 0:00;1;0;85392;86271
6;07.03.2020 0:00;1;0;87690;88186
7;07.03.2020 0:00;1;0;90385;90857
8;07.03.2020 0:00;1;0;93978;94024
9;07.03.2020 0:00;1;0;95500;95259
10;07.03.2020 0:00;1;0;95270;95564
11;07.03.2020 0:00;1;0;95089;95194
12;07.03.2020 0:00;1;0;94303;94481
13;07.03.2020 0:00;1;0;93935;94143
14;07.03.2020 0:00;1;0;93766;93803
15;07.03.2020 0:00;1;0;93493;94155
16;07.03.2020 0:00;1;0;94058;94799
17;07.03.2020 0:00;1;0;95533;96395
18;07.03.2020 0:00;1;0;97743;98448
19;07.03.2020 0:00;1;0;96508;97405
20;07.03.2020 0:00;1;0;94954;95784
21;07.03.2020 0:00;1;0;92322;93273
22;07.03.2020 0:00;1;0;88970;89435
23;07.03.2020 0:00;1;0;85770;85833
0;08.03.2020 0:00;1;0;83781;83894
1;08.03.2020 0:00;1;0;82165;82695
2;08.03.2020 0:00;1;0;81211;81841
3;08.03.2020 0:00;1;0;81174;81819
4;08.03.2020 0:00;1;0;81630;82153
5;08.03.2020 0:00;1;0;83111;83704
6;08.03.2020 0:00;1;0;84379;85557
7;08.03.2020 0:00;1;0;86257;87696
8;08.03.2020 0:00;1;0;89559;90328
9;08.03.2020 0:00;1;0;91008;91663
10;08.03.2020 0:00;1;0;91247;91848
11;08.03.2020 0:00;1;0;90730;91192
12;08.03.2020 0:00;1;0;90687;90517
13;08.03.2020 0:00;1;0;89802;90459
14;08.03.2020 0:00;1;0;89858;90257
15;08.03.2020 0:00;1;0;89492;90252
16;08.03.2020 0:00;1;0;90216;91078
17;08.03.2020 0:00;1;0;91146;92370
18;08.03.2020 0:00;1;0;93942;95511
19;08.03.2020 0:00;1;0;92825;93927
20;08.03.2020 0:00;1;0;91635;92209
21;08.03.2020 0:00;1;0;89970;89369
22;08.03.2020 0:00;1;0;87462;86746
23;08.03.2020 0:00;1;0;84475;84286
0;09.03.2020 0:00;1;0;82468;83200
1;09.03.2020 0:00;1;0;80979;81743
2;09.03.2020 0:00;1;0;80176;81238
3;09.03.2020 0:00;1;0;80609;80787
4;09.03.2020 0:00;1;0;81181;81163
5;09.03.2020 0:00;1;0;82553;82877
6;09.03.2020 0:00;1;0;83759;84716
7;09.03.2020 0:00;1;0;86740;87064
8;09.03.2020 0:00;1;0;90529;90044
9;09.03.2020 0:00;1;0;92238;91964
10;09.03.2020 0:00;1;0;93014;92874
11;09.03.2020 0:00;1;0;91912;92787
12;09.03.2020 0:00;1;0;91749;92269
13;09.03.2020 0:00;1;0;91490;91900
14;09.03.2020 0:00;1;0;91435;91532
15;09.03.2020 0:00;1;0;91222;91662
16;09.03.2020 0:00;1;0;91799;92643
17;09.03.2020 0:00;1;0;93487;94360
18;09.03.2020 0:00;1;0;96347;96722
19;09.03.2020 0:00;1;0;95592;95882
20;09.03.2020 0:00;1;0;94373;94371
21;09.03.2020 0:00;1;0;91097;91979
22;09.03.2020 0:00;1;0;87110;88458
23;09.03.2020 0:00;1;0;83698;85245
0;10.03.2020 0:00;1;0;82006;82435
1;10.03.2020 0:00;1;0;80839;81234
2;10.03.2020 0:00;1;0;80782;80715
3;10.03.2020 0:00;1;0;81158;81337
4;10.03.2020 0:00;1;0;83741;83431
5;10.03.2020 0:00;1;0;86944;87317
6;10.03.2020 0:00;1;0;91913;92402
7;10.03.2020 0:00;1;0;95520;95930
8;10.03.2020 0:00;1;0;98802;98879
9;10.03.2020 0:00;1;0;99288;99880
10;10.03.2020 0:00;1;0;98696;99360
11;10.03.2020 0:00;1;0;97934;98467
12;10.03.2020 0:00;1;0;97774;98158
13;10.03.2020 0:00;1;0;97130;97909
14;10.03.2020 0:00;1;0;96935;97279
15;10.03.2020 0:00;1;0;96283;97087
16;10.03.2020 0:00;1;0;95456;97062
17;10.03.2020 0:00;1;0;96832;97999
18;10.03.2020 0:00;1;0;99212;99385
19;10.03.2020 0:00;1;0;97786;97926
20;10.03.2020 0:00;1;0;95509;96085
21;10.03.2020 0:00;1;0;92541;92878
22;10.03.2020 0:00;1;0;88373;88658
23;10.03.2020 0:00;1;0;84680;85273
0;11.03.2020 0:00;1;0;82376;82924
1;11.03.2020 0:00;1;0;81724;81895
2;11.03.2020 0:00;1;0;81248;81562
3;11.03.2020 0:00;1;0;82013;82264
4;11.03.2020 0:00;1;0;83672;84416
5;11.03.2020 0:00;1;0;87203;88018
6;11.03.2020 0:00;1;0;91703;92559
7;11.03.2020 0:00;1;0;94750;95745
8;11.03.2020 0:00;1;0;97670;98654
9;11.03.2020 0:00;1;0;97885;98966
10;11.03.2020 0:00;1;0;97129;98084
11;11.03.2020 0:00;1;0;96130;96962
12;11.03.2020 0:00;1;0;96233;96592
13;11.03.2020 0:00;1;0;96043;96283
14;11.03.2020 0:00;1;0;95860;95750
15;11.03.2020 0:00;1;0;95490;95711
16;11.03.2020 0:00;1;0;95605;95255
17;11.03.2020 0:00;1;0;96862;96882
18;11.03.2020 0:00;1;0;99037;99312
19;11.03.2020 0:00;1;0;97996;98096
20;11.03.2020 0:00;1;0;96116;96234
21;11.03.2020 0:00;1;0;91952;92687
22;11.03.2020 0:00;1;0;87952;88624
23;11.03.2020 0:00;1;0;84809;85018
0;12.03.2020 0:00;1;0;82284;82688
1;12.03.2020 0:00;1;0;81512;81679
2;12.03.2020 0:00;1;0;80847;81190
3;12.03.2020 0:00;1;0;81370;81681
4;12.03.2020 0:00;1;0;83551;83621
5;12.03.2020 0:00;1;0;86617;87498
6;12.03.2020 0:00;1;0;91307;91997
7;12.03.2020 0:00;1;0;94621;95171
8;12.03.2020 0:00;1;0;97367;98052
9;12.03.2020 0:00;1;0;98146;98541
10;12.03.2020 0:00;1;0;97536;97772
11;12.03.2020 0:00;1;0;96622;97094
12;12.03.2020 0:00;1;0;96492;96729
13;12.03.2020 0:00;1;0;96260;96696
14;12.03.2020 0:00;1;0;95721;96315
15;12.03.2020 0:00;1;0;95065;96030
16;12.03.2020 0:00;1;0;95269;95975
17;12.03.2020 0:00;1;0;96196;96898
18;12.03.2020 0:00;1;0;98973;99000
19;12.03.2020 0:00;1;0;97745;97676
20;12.03.2020 0:00;1;0;95756;96212
21;12.03.2020 0:00;1;0;92398;92711
22;12.03.2020 0:00;1;0;88718;88591
23;12.03.2020 0:00;1;0;85093;85133
0;13.03.2020 0:00;1;0;82564;83013
1;13.03.2020 0:00;1;0;81689;81656
2;13.03.2020 0:00;1;0;81441;81329
3;13.03.2020 0:00;1;0;81849;81962
4;13.03.2020 0:00;1;0;83744;84030
5;13.03.2020 0:00;1;0;87095;87460
6;13.03.2020 0:00;1;0;91444;92084
7;13.03.2020 0:00;1;0;95334;95300
8;13.03.2020 0:00;1;0;98487;98410
9;13.03.2020 0:00;1;0;98926;99159
10;13.03.2020 0:00;1;0;97714;98484
11;13.03.2020 0:00;1;0;97247;97485
12;13.03.2020 0:00;1;0;96653;97267
13;13.03.2020 0:00;1;0;96169;97146
14;13.03.2020 0:00;1;0;95836;96429
15;13.03.2020 0:00;1;0;95383;95888
16;13.03.2020 0:00;1;0;95262;96120
17;13.03.2020 0:00;1;0;96179;97023
18;13.03.2020 0:00;1;0;98541;98991
19;13.03.2020 0:00;1;0;97578;97928
20;13.03.2020 0:00;1;0;95909;95901
21;13.03.2020 0:00;1;0;92968;92934
22;13.03.2020 0:00;1;0;89009;88943
23;13.03.2020 0:00;1;0;85670;85656
0;14.03.2020 0:00;1;0;82744;83627
1;14.03.2020 0:00;1;0;81615;82287
2;14.03.2020 0:00;1;0;80954;81661
3;14.03.2020 0:00;1;0;81192;81716
4;14.03.2020 0:00;1;0;82031;82683
5;14.03.2020 0:00;1;0;83563;84416
6;14.03.2020 0:00;1;0;85445;86234
7;14.03.2020 0:00;1;0;88647;88926
8;14.03.2020 0:00;1;0;91920;92058
9;14.03.2020 0:00;1;0;93640;93702
10;14.03.2020 0:00;1;0;93459;93598
11;14.03.2020 0:00;1;0;92925;93662
12;14.03.2020 0:00;1;0;92787;92770
13;14.03.2020 0:00;1;0;92880;92460
14;14.03.2020 0:00;1;0;92594;92565
15;14.03.2020 0:00;1;0;92372;93041
16;14.03.2020 0:00;1;0;93214;93712
17;14.03.2020 0:00;1;0;93852;95201
18;14.03.2020 0:00;1;0;96901;97400
19;14.03.2020 0:00;1;0;95783;96419
20;14.03.2020 0:00;1;0;94268;94979
21;14.03.2020 0:00;1;0;91739;92332
22;14.03.2020 0:00;1;0;88523;88704
23;14.03.2020 0:00;1;0;85487;85772
0;15.03.2020 0:00;1;0;83335;83578
1;15.03.2020 0:00;1;0;81722;82374
2;15.03.2020 0:00;1;0;80987;81710
3;15.03.2020 0:00;1;0;81441;81583
4;15.03.2020 0:00;1;0;81516;82348
5;15.03.2020 0:00;1;0;82823;83865
6;15.03.2020 0:00;1;0;84793;85580
7;15.03.2020 0:00;1;0;87406;87913
8;15.03.2020 0:00;1;0;90734;91205
9;15.03.2020 0:00;1;0;92846;93094
10;15.03.2020 0:00;1;0;93381;93779
11;15.03.2020 0:00;1;0;93517;93387
12;15.03.2020 0:00;1;0;93469;93070
13;15.03.2020 0:00;1;0;92897;93382
14;15.03.2020 0:00;1;0;92735;93801
15;15.03.2020 0:00;1;0;93891;93915
16;15.03.2020 0:00;1;0;94223;94390
17;15.03.2020 0:00;1;0;95390;95742
18;15.03.2020 0:00;1;0;97840;98603
19;15.03.2020 0:00;1;0;97970;97873
20;15.03.2020 0:00;1;0;95649;96042
21;15.03.2020 0:00;1;0;92800;93032
22;15.03.2020 0:00;1;0;89114;89534
23;15.03.2020 0:00;1;0;85874;86185
0;16.03.2020 0:00;1;0;83926;84509
1;16.03.2020 0:00;1;0;82581;83252
2;16.03.2020 0:00;1;0;82218;82842
3;16.03.2020 0:00;1;0;82696;83765
4;16.03.2020 0:00;1;0;84886;85600
5;16.03.2020 0:00;1;0;88806;89080
6;16.03.2020 0:00;1;0;93439;93987
7;16.03.2020 0:00;1;0;97361;98461
8;16.03.2020 0:00;1;0;101156;101246
9;16.03.2020 0:00;1;0;101395;101604
10;16.03.2020 0:00;1;0;100737;101599
11;16.03.2020 0:00;1;0;100069;100796
12;16.03.2020 0:00;1;0;99867;100074
13;16.03.2020 0:00;1;0;99335;99561
14;16.03.2020 0:00;1;0;98676;99413
15;16.03.2020 0:00;1;0;98620;99484
16;16.03.2020 0:00;1;0;98491;99114
17;16.03.2020 0:00;1;0;99359;100113
18;16.03.2020 0:00;1;0;101320;102032
19;16.03.2020 0:00;1;0;100441;101312
20;16.03.2020 0:00;1;0;98551;99089
21;16.03.2020 0:00;1;0;95031;95835
22;16.03.2020 0:00;1;0;91056;91425
23;16.03.2020 0:00;1;0;87237;87886
0;17.03.2020 0:00;1;0;85167;85199
1;17.03.2020 0:00;1;0;84299;84018
